ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,monadelphous,ಮಾನಡೆಲ್ಫಸ್; ‌ ಸಂಯುಕ್ತ ತಂತುಕೇಸರವುಳ್ಳ; ಕೇಸರತಂತುಗಳೆಲ್ಲವೂ ಒಟ್ಟಾಗಿ ಸೇರಿಕೊಂಡಿರುವ,,,,,,,,,
,monandrous,ಏಕಪುಂಕೇಸರವುಳ್ಳ,,,,,,,,,
,monanthous,ಏಕಪುಷ್ಪಿ,,,,,,,,,
,monarch-of the-veld,Venidium fastuosum,,,,,,,,,
,monetary policy,ಆರ್ಥಿಕ ನೀತಿ,,,,,,,,,
,monetary stability,ಆರ್ಥಿಕ ಸ್ಥಿರತೆ,,,,,,,,,
,money crop,cash crop,,,,,,,,,
,mongoose plant,Ophiorrhiza mungos,,,,,,,,,
,mongrel,ಅಡ್ಡತಳಿ ಸಸ್ಯ,,,,,,,,,
,mongrel seed,ಅಡ್ಡತಳಿ ಬೀಜ,,,,,,,,,
,moniliform,ಮಣಿಸರರೂಪದ,,,,,,,,,
,moniliform root,ಮಣಿಸರದಂಥ ಬೇರು,,,,,,,,,
,monkey bread tree,Adansonia digitata,,,,,,,,,
,monkey face tree,Mallotus philippinensis,,,,,,,,,
,monkey flower,Mimulus maculosus,,,,,,,,,
,monkey jack,Artocarpus lakoocha,,,,,,,,,
,monkey nut,Arachis hypogaea,,,,,,,,,
,monkey puzzle tree,Araucaria bidwillii,,,,,,,,,
,monk's hood,Aconitum napellus,,,,,,,,,
,mono-ammonium phosphate,ಮಾನೊ ಅಮೋನಿಯಂ ಫಾಸ್ಪೇಟ್; ‌ ಒಂದು ರಸಗೊಬ್ಬರ,,,,,,,,,
,monobasic,ಏಕಪ್ರತ್ಯಾಮ್ಲೀಯ,,,,,,,,,
,Monocalcium phosphate,ಮಾನೊಕ್ಯಾಲ್ಸಿಯಂ ಫಾಸ್ಪೇಟ್; ‌ ಒಂದು ರಸಗೊಬ್ಬರ,,,,,,,,,
,monocarpellary pistil,ಏಕಶಲಾಕಾಸ್ತ್ರೀಕೇಸರ,,,,,,,,,
,monocarpic,1. ಒಂದೇ ಸಲ ಫಲಕೊಡುವ 2. ಒಂದು ಸಲ ಫಲಕೊಟ್ಟು ಸಾಯುವ,,,,,,,,,
,monocephalous,ಒಂದು ತಲೆಯುಳ್ಳ,,,,,,,,,
,monochasial cyme,ಮಾನೋಕೇಸಿಯಲ್‌ ಸೈಮ್; ‌ ಏಕಾಕಪುಷ್ಪಮಂಜರಿ,,,,,,,,,
,monochlamydeous,ಏಕದಳವಲಯಪುಷ್ಪವುಳ್ಳ,,,,,,,,,
,monochromic,ಏಕವರ್ಣವುಳ್ಳ,,,,,,,,,
,monoclinous,(ಪುಷ್ಪ ವಿಷಯದಲ್ಲಿ) ಉಭಯಲಿಂಗವುಳ್ಳ; ಶಲಾಕೆ ಮತ್ತು ಪುಂಕೇಸರಗಳು ಒಂದೇ ಹೂವಿನಲ್ಲಿರುವ,,,,,,,,,
,monocot,ಏಕದಳಸಸ್ಯ,,,,,,,,,
,monocotyledon,monocot,,,,,,,,,
,monoculcture,ಒಂಟಿಬೆಳೆ ಕೃಷಿ; ಒಂದೇ ಜಮೀನಿನಲ್ಲಿ ಪ್ರತಿ ವರ್ಷವೂ ಒಂದೇ ರೀತಿ ಬೆಳೆಯನ್ನು ಬೆಳೆಯುವುದು,,,,,,,,,
,monocyclic,ಏಕದಳವಲಯವುಳ್ಳ,,,,,,,,,
,monocystic,ಏಪೂತಿಕೋಶವುಳ್ಳ,,,,,,,,,
,monoecious,ಮಾನೀಶಸ್; ‌ ಉಭಯಲಿಂಗಿ; ದ್ವಿಲಿಂಗಿ; ಒಂದೇ ಸಸ್ಯದಲ್ಲಿ ಹೆಣ್ಣು ಮತ್ತು ಗಂಡು ಲಿಂಗಗಳೆರಡೂ ಇರುವ,,,,,,,,,
,monoecious flower,ಉಭಯಲಿಂಗ/ದ್ವಿಲಿಂಗ ಪುಷ್ಪ,,,,,,,,,
,monoembryonic,ಏಕಭ್ರೂಣವುಳ್ಳ,,,,,,,,,
,monogamy,1. ಏಕಸಂಯೋಗ 2. ಏಕಪತಿತ್ವ 3. ಏಕಪತ್ನಿತ್ವ,,,,,,,,,
,monogenesis,ನಿರ್ಲಿಂಗೋತ್ಪಾದನೆ; ನಿರ್ಲಿಂಗಾಭಿವೃದ್ಧಿ; ಏಕಮೂಲ ಜೀವಕೋಶದಿಂದ ಉಂಟಾದ ಜೀವ ಸಂತತಿ,,,,,,,,,
,monogenous,ನಿರ್ಲಿಂಗೋತ್ಪಾದನೆಯ,,,,,,,,,
,monogynous,ಏಕಶಲಾಕೆಯುಳ್ಳ,,,,,,,,,
,monohybrid,ಏಕಸಂಕರ; ಒಂದೇ ಮಿಶ್ರತಳಿ,,,,,,,,,
,monolith,ಏಕಶಿಲೆ; ಅಖಂಡ ಶಿಲೆ,,,,,,,,,
,monolobus,ಏಕಹಾಲೆಯ; ಒಂದು ಹಾಲೆಯುಳ್ಳ,,,,,,,,,
,monolocular,1. ಏಕಅಂಡಾಶಯವುಳ್ಳ 2. ಒಂಟಿತೊಳೆಯ,,,,,,,,,
,monomorphic,ಏಕರೂಪಿ; ಬೆಳವಣಿಗೆಯ ಹಂತಗಳಲ್ಲಿ ರೂಪ ಬದಲಾಗದ,,,,,,,,,
,monopetalous,ಏಕದಳವುಳ್ಳ,,,,,,,,,
,monophagous,1. ಏಕವಿಧಾಹಾರಿ 2. ಏಕಾಶ್ರಯಿ,,,,,,,,,
,monophagous parasite,ಏಕಾಶ್ರಯ ಪರಾವಲಂಬಿ,,,,,,,,,
,monophyllous,ಏಕಪರ್ಣಿ; ಒಂದೆಲೆಯುಳ್ಳ,,,,,,,,,
,monoploid,haploid,,,,,,,,,
,monopodial,ಏಕಾಕ್ಷಕಾಂಡವುಳ್ಳ,,,,,,,,,
,monopterous,(ಬೀಜ ವಿಷಯದಲ್ಲಿ) ಒಂದೇ ರೆಕ್ಕೆಯುಳ್ಳ,,,,,,,,,
,monosaccharides,ಸರಳಶರ್ಕರಗಳು,,,,,,,,,
,monosepalous,ಏಕಪುಷ್ಪಪತ್ರವುಳ್ಳ,,,,,,,,,
,monosiphonous,ಏಕನಾಳವುಳ್ಳ; ಪರಾಗರೇಣುವಿನಿಂದ ಮೊಳೆಯುವ ಒಂದೇ ಒಂದು ನಳಿಕೆಯುಳ್ಳ,,,,,,,,,
,monosome,ಏಕವರ್ಣತಂತು; ಒಂದು ಜೀವಿಯ ದ್ವಿಗುಣಿತ ವರ್ಣತಂತುಗಳಲ್ಲಿ ಏಕವರ್ಣತಂತು ನ್ಯೂನತೆ,,,,,,,,,
,monosomic,ಏಕವರ್ಣತಂತು ನ್ಯೂನತೆಯುಳ್ಳ,,,,,,,,,
,monospermous,ಏಕಬೀಜವುಳ್ಳ,,,,,,,,,
,monosporangiate,ಏಕಬೀಜಾಣುಕೋಶವುಳ್ಳ,,,,,,,,,
,monospore,ಏಕಬೀಜಾಣು; ಕೆಲವು ಕೆಂಪು ಪಾಚಿಗಳಲ್ಲಿ ಉತ್ಪತ್ತಿಯಾಗುವ ಏಕಕೋಶದ ಏಕಬೀಜಾಣು,,,,,,,,,
,monostichous,1. ಏಕಲಂಬಸಾಲು 2. ಏಕಪಾರ್ಶ್ವ ಜೋಡಣೆಯುಳ್ಳ,,,,,,,,,
,monostromatic,ಏಕಪದರಿನ; ಏಕಾಂಗಸಸ್ಯದ (ಪಾಚಿಯ) ಒಂದೇ ಜೀವಕೋಶದಷ್ಟು ದಪ್ಪ ಪದರುಳ್ಳ,,,,,,,,,
,monosymmetrical,ಏಕತಲಸಮರೂಪಿ,,,,,,,,,
,monothalamous,ಏಕಪುಷ್ಪ ಪೀಠವುಳ್ಳ,,,,,,,,,
,monotrophic,ಏಕವಿಧಾಹಾರಿ,,,,,,,,,
,monotypic,"1. ಏಕವರ್ಗಾಧೀನ, ಏಕಪ್ರತಿನಿಧಿಯುಳ್ಳ 2. ಒಂದೇ ಪ್ರಭೇದವುಳ್ಳ ಒಂದು ಜಾತಿ",,,,,,,,,
,monovalvent,ಏಕಸಂಯೋಗಶಕ್ತ,,,,,,,,,
,monovarient,ಏಕವ್ಯತ್ಯಾಸವುಳ್ಳ,,,,,,,,,
,monoxenous parasite,ಏಕಾಶ್ರಯ ಪರಾವಲಂಬಿ,,,,,,,,,
,monsoon,1. ಮಳೆಗಾಲ; 2. ಮಳೆಮಾರುತ,,,,,,,,,
,monsoon forest,ಮಳೆಗಾಡು,,,,,,,,,
,monster,ವಿಕಾರರೂಪಿ (ಸಸ್ಯ ಯಾ ಪ್ರಾಣಿ),,,,,,,,,
,Monster deliciosa (ceriman; breadfruit vine),ಮಾನ್‌ಸ್ಟರ್‌ ಡೆಲಿಶಿಯೋಸ; ಅಲಂಕಾರದ ಹಾಗೂ ಹಣ್ಣಿನ ಒಂದು ಹಬ್ಬುಸಸ್ಯ,,,,,,,,,
,monstrosity,ವಿಕಾರರೂಪತೆ,,,,,,,,,
,monstrous,ವಿಕಾರವಾದ,,,,,,,,,
,montane,(ಸಸ್ಯ ವಿಷಯದಲ್ಲಿ) ಬೆಟ್ಟಪ್ರದೇಶದ,,,,,,,,,
,monuron,ಮ್ಯಾನುರಾನ್; ‌ ಒಂದು ಕಳೆನಾಶಕ,,,,,,,,,
,moonflower,Ipomoea alba,,,,,,,,,
,moon plant,Sarcostemma brevistigma,,,,,,,,,
,moorland,ಕುರುಚಲು ಭೂಮಿ,,,,,,,,,
,morass,ಜೌಗುಪ್ರದೇಶ; ಬದಿನೆಲ,,,,,,,,,
,moratorium,(ಸಾಲ) ತೀರುವ ಮುಂದೂಡಿಕೆ ಅಧಿಕಾರ,,,,,,,,,
,morbidity,1. ರೋಗ ಲಕ್ಷಣ 2. ರೋಗ ವ್ಯಾಪಿಸುವಿಕೆ,,,,,,,,,
,mordant,ವರ್ಣಬಂಧಕ,,,,,,,,,
,Moreton-bay-chestnut,Castanospermum australe,,,,,,,,,
,Moreton-bay-fig,Ficus macrophylla,,,,,,,,,
,Moreton bay pine,Araucaria cunninghamii,,,,,,,,,
,Morinda angustifolia,"ಮರಿಂಡ ಆಂಗಸ್ಟಿಫೋಲಿಯ, ಹಳದಿ ಬಣ್ಣವನ್ನು ತೆಗೆಯಲು ಬಳಸುವ ಬೇರಿನ ಒಂದು ಹಬ್ಬುಪೊದೆ",,,,,,,,,
,Morinda citrifolia (Indian mulberry),ಮರಿಂಡ ಸಿಟ್ರಿಫೋಲಿಯ; ಹಳದಿಪಾವಟೆ/ಮಡ್ಡಿ ಮರ,,,,,,,,,
,Morinda tinctoria (togari wood of Madras),ಮರಿಂಡ ಟಿಂಕ್ಟೋರಿಯ; ಕೆಂಪುಪಾವಟೆ/ಅಚ್ಚುಕ ಮರ,,,,,,,,,
,Morinda umbellata,ಮರಿಂಡ ಅಂಬಲೇಟ; ಮರದರಿಸಿನ/ಮದ್ದಿಚಕ್ಕೆ/ಪೊಪ್ಪಿಳಿ ಪೊದೆ,,,,,,,,,
,Moringa oleifera/pterygosperma (drum-stick; horse radish tree),ಮರಿಂಗ ಓಲಿಯಿಫೆರ/ಟೆರಿಗೋಸ್ಪರ್ಮ; ನುಗ್ಗೆ/ಮೋದಕ ಮರ,,,,,,,,,
,morphogenesis,1. ಅಂಗಾಂಗ ರೂಪ ಲಕ್ಷಣೋತ್ಪತ್ತಿ 2. ಅಂಗಾಂಶ ರೂಪ ಲಕ್ಷಣೋತ್ಪತ್ತಿ,,,,,,,,,
,morphology,ಮಾರ್ಫಾಲಜಿ; ಕೃತಿರಚನಾ ವಿಜ್ಞಾನ; ರೂಪರಚನಾ ವಿಜ್ಞಾನ,,,,,,,,,
,morphosis,ವಿಕಾಸಕ್ರಮ; ಜೀವಿಯ ಯಾ ಅದರ ಅಂಗಾಂಗದ ಬೆಳವಣಿಗೆ ಕ್ರಮ,,,,,,,,,
,mortality,1. ಮರ್ತ್ಯತೆ; ನಶ್ವರತೆ 2. ಮರಣ 3. ಮರಣ ಸಂಖ್ಯೆ 4. ಮರಣ ಪ್ರಮಾಣ,,,,,,,,,
,mortality rate,ಮರಣಸಂಖ್ಯಾ ಪ್ರಮಾಣ,,,,,,,,,
,mortgage,ಒತ್ತೆ; ಅಡಮಾನ; ಭೋಗ್ಯ,,,,,,,,,
,mortgage debt,ಅಡಮಾನ ಋಣ,,,,,,,,,
,mortgagee,ಅಡಮಾನದಾರ; ಅಡಮಾನ ಪಡೆವವ,,,,,,,,,
,mortgager,ಅಡಮಾನಕಾರ; ಅಡಮಾನ ಮಾಡುವವ,,,,,,,,,
,Morus alba (white mulberry),ಮೋರಸ್‌ ಆಲ್ಬ; ಬಿಳಿಉಪ್ಪು ನೇರಳೆ/ಬಿಳಿಹಿಪ್ಪನೇರಳೆ ಗಿಡ,,,,,,,,,
,Morus indica/australis (common/Indian mulberry),ಮೋರಸ್‌ ಇಂಡಿಕ ಆಸ್ಟ್ರೇಲಿಸ್; ‌ ರೇಷ್ಮೆ ಹಿಪ್ಪನೇರಳೆ,,,,,,,,,
,Morus nigra (black mulberry aycamine tree),ಮೋರಸ್‌ ನಿಗ್ರ; ಹಿಪ್ಪನೇರಳೆ ಹಣ್ಣಿನ ಗಿಡ,,,,,,,,,
,mosaic disease,ಮಚ್ಚೆರೋಗ; ಎಲೆಗೆ ಬರುವ ಒಂದು ವೈರಸ್‌ ರೋಗ,,,,,,,,,
,Moschosma polystachyum,ಮಾಸ್ಕೋಸ್ಮ ಪಾಲಿಸ್ಟ್ಯಾಕಿಯಮ್; ‌ ಸನಕಿಸೊಪ್ಪು,,,,,,,,,
,mosa,ಹಾವಸೆ; ಪಾಚಿ,,,,,,,,,
,mote,1. ಧೂಳುಕಣ 2. ಉಣ್ಣೆಯ ಅಂಟುಪುರುಳೆ 3. ಹತ್ತಿಯ ಬೀಕುಕಾಳು 4. ಹತ್ತಿಯ ಧೂಳು ಕಣ,,,,,,,,,
,moth,ಪತಂಗ,,,,,,,,,
,moth bean,Phaseolus aconitifolius,,,,,,,,,
,motherbed,ಮಾತೃಪಾತಿ; ರೋಗರಹಿತ ನೈಜಸಸ್ಯಾಭಿವೃದ್ಧಿ ಪಾತಿ,,,,,,,,,
,mother block,motherbed,,,,,,,,,
,mother bulb,ತಾಯಿಗಡ್ಡೆ,,,,,,,,,
,mother cell,ಮಾತೃ ಜೀವಕೋಶ,,,,,,,,,
,mother-in-law plant,Caladium,,,,,,,,,
,mother-of-thyme,Thymus serpyllum,,,,,,,,,
,mother plant,ತಾಯಿಗಿಡ,,,,,,,,,
,mother root,ತಾಯಿಬೇರು,,,,,,,,,
,mother tree,ತಾಯಿಮರ,,,,,,,,,
,moth flower,ಪತಂಗ ಪುಷ್ಪ,,,,,,,,,
,motile,ಚಲಿಸಬಲ್ಲ,,,,,,,,,
,motor cell,bulliform cell,,,,,,,,,
,mottled leaf,ಎಲೆಮಚ್ಚೆ ರೋಗ,,,,,,,,,
,mottled soil,ಬಣ್ಣಬಣ್ಣದ ಚುಕ್ಕೆಮಣ್ಣು,,,,,,,,,
,mottling,ಮಚ್ಚೆಯಾಗುವಿಕೆ; ಇದೊಂದು ಸಸ್ಯರೋಗದ ಚಿಹ್ನೆ,,,,,,,,,
,mould,1. (ಜೈವಿಕ ವಸ್ತುಗಳಿಂದ ಸಮೃದ್ಧವಾದ) ಮೇಲ್ಮಣ್ಣು 2. ಬೂಷ್ಟು 3. ಎರಕದ ಅಚ್ಚು,,,,,,,,,
,mould board,ನೇಗಿಲ ರೆಕ್ಕೆ,,,,,,,,,
,mouldboard extension,ನೇಗಿಲ ರೆಕ್ಕೆ ಹರವು,,,,,,,,,
,mouldboard plough,ರೆಕ್ಕೆನೇಗಿಲು,,,,,,,,,
,Moulmein rosewood,Milletia ovalifolia,,,,,,,,,
,mound,ದಿನ್ನೆ; ದಿಣ್ಣೆ; ದಿಬ್ಬ,,,,,,,,,
,mound layerage,mound layering,,,,,,,,,
,mound layering,"ಮೌಂಡ್‌ ಲೇಯರಿಂಗ್; ‌ ದಿಣ್ಣೆಕಸಿ; ದಾರುಸಸ್ಯಕಾಂಡವನ್ನು ಬುಡದವರೆಗೆ ಕತ್ತರಿಸಿ ಬುಡದಿಂದ ಹೊರ ಕುಡಿಗಳು ಬರುವಂತೆ ಮಾಡಿ, ಕುಡಿಗಳ ಮೇಲೆ 8 ಯಾ 10 ಇಂಚು ಮಣ್ಣನ್ನು ಹಾಕಿ ಬೇರು ಬರುವಂತೆ ಮಾಡಿ ಸಸ್ಯಾಭಿವೃದ್ಧಿ ಮಾಡುವಿಕೆ",,,,,,,,,
,mountain ebony,Bauhinia variegata,,,,,,,,,
,mountain papaya,Carica candamarcensis,,,,,,,,,
,mounted cultivator,ಊರುಕುಂಟೆ,,,,,,,,,
,mourning cypress,Cupressus funebris,,,,,,,,,
,movable equipment,ಚರೋಪಕರಣ; ಚಲಿಸುವ ಉಪಕರಣ,,,,,,,,,
,movable property,ಚರಾಸ್ತಿ,,,,,,,,,
,mow,1. ಕೊಯ್ಲುಮಾಡು; ಕಟಾವು ಮಾಡು; ಕತ್ತರಿಸಿ ಹಾಕು 2. ಮೆದೆ; ರಾಶಿ,,,,,,,,,
,mower,ಹುಲ್ಲುಗತ್ತರಿ,,,,,,,,,
,mowra fat,Bassia longifolia,,,,,,,,,
,moya,ಮೋಯ; ಜ್ವಾಲಾಮುಖಿ ಮಣ್ಣು,,,,,,,,,
,mucilage,ಅಂಟು; ಗೋಂದು; ಲೋಳೆ,,,,,,,,,
,mucilage cells,ಅಂಟುಕೋಶಗಳು,,,,,,,,,
,muck,1. ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ 2. ಸಾವಯವ/ಜೈವಿಕಗೊಬ್ಬರ,,,,,,,,,
,muck soil,ಕೊಳೆತ ಮಣ್ಣು,,,,,,,,,
,mucoprotein,ಮ್ಯೂಕೊಪ್ರೊಟೀನ್; ‌ ಅಂಗಾಂಶ ದ್ರವ್ಯ,,,,,,,,,
,mucronate,ಮೊನಚಾದ,,,,,,,,,
,mucronate leaf,ಮೊನಚುತುದಿಯ ಎಲೆ,,,,,,,,,
,Mucuna atropurpurea,ಮ್ಯೂಕ್ಯುನ ಅಟ್ರೋಪರ್‌ಪ್ಯೂರಿಯ; ತುರಿಬೀಳ ಬಳ್ಳಿ,,,,,,,,,
,Mucuna cochinchinensis (Lyon bean),ಮ್ಯೂಕ್ಯುನ ಕೊಚಿನ್‌ ಚೈನೆನ್ಸಿಸ್; ‌ ಲಯಾನ್‌ ಬೀನ್‌; ಹಸಿರು ಗೊಬ್ಬರವಾಗಿಯೂ ಕಾಯಿಯನ್ನು ತರಕಾರಿಯಾಗಿಯೂ ಬಳಸುವ ಒಂದು ಗಿಡ,,,,,,,,,
,Mucuna deeringiana (Florida velvet bean),ಮ್ಯೂಕ್ಯುನ ಡೀರಿಂಜಿಯಾನ; ವೆಲ್ವೆಟ್‌ ಬೀನ್‌; ಹಸಿರು ಗೊಬ್ಬರವಾಗಿಯೂ ಕಾಯಿಯನ್ನು ತರಕಾರಿಯಾಗಿಯೂ ಬಳಸುವ ಒಂದು ಗಿಡ,,,,,,,,,
,Mucuna gigantea (elephant cowitch),ಮ್ಯೂಕ್ಯುನ ಜೈಗ್ಯಾಂಟಿಯ; ತುರಿಬಿಳಂಗಿ ಬಳ್ಳಿ,,,,,,,,,
,Mucuna monosperma,ಮ್ಯೂಕ್ಯುನ ಮೋನೋಸ್ಪರ್ಮ; ಅಣೆಪೆ/ಕೈವಲ್ಯ ಬಳ್ಳಿ,,,,,,,,,
,Mucuna pruriens/prurita (cowhage; cowitch plant; horse-eye-bean),ಮ್ಯೂಕ್ಯುನ ಪ್ರ್ಯೂರಿಯೆನ್ಸ್/ಪ್ರ್ಯೂರಿಟ; ತುರುಚಿ ಅವರೆ/ನಸುಗುನ್ನಿ ಬಳ್ಳಿ,,,,,,,,,
,mucus,ಲೋಳೆ; ಸಸ್ಯಗಳ ಅಂಟು ಪದಾರ್ಥ,,,,,,,,,
,mud,1. ಹಸಿಮಣ್ಣು; ಕೆಸರು 2. ಮೆಕ್ಕಲು ಮಣ್ಣು,,,,,,,,,
,Muehlenbeckia platyclados (centipede plant),ಮ್ಯೂಲನ್‌ಬೇಕಿಯ ಪ್ಲ್ಯಾಟಿಕ್ಲ್ಯಾಡೋಸ್; ‌ ಸೆಂಟಿಪೀಡ್‌ ಸಸ್ಯ; ಚಪ್ಪಟೆ ಹಂಬು,,,,,,,,,
,M. textilis (abaca; Manila hemp),ಮ್ಯೂಲನ್‌ಬೇಕಿಯ ಟೆಕ್ಸಟೈಲಿಸ್; ‌ ಮನಿಲಾ ಸೆಣಬು,,,,,,,,,
,muggy,ಬಿಸಿ ತೇವಾಂಶವುಳ್ಳ,,,,,,,,,
,mugwort,Artemisia vulgari's,,,,,,,,,
,mulberry,Morus,,,,,,,,,
,mulch,"ಮಲ್ಚ್; ‌ 1. ಮಣ್ಣು ಮಿಶ್ರಣ ಹೊದಿಸು 2. ಮಣ್ಣು ಮಿಶ್ರಣ ಹೊದಿಕೆ; ಮಣ್ಣಿನ ರಕ್ಷಣೆಗಾಗಿ ಹೊದಿಸುವ ಅರ್ಧಕೊಳೆತ ಹುಲ್ಲು, ಎಲೆ, ಮಣ್ಣು, ಮೊದಲಾದವುಗಳ ಮಿಶ್ರಣ ಹೊದಿಕೆ 3. ಮಣ್ಣಿನ ಮೇಲಿನ ಹೊದಿಕೆ; ಮರದ ಧೂಳು, ಪಾಚಿ, ಕಾಂಪೋಸ್ಟ್‌, ಮರಳು ಯಾ ಕಾಗದದಿಂದ ಮಣ್ಣಿನ ಮೇಲ್ಭಾಗವನ್ನು ಮುಚ್ಚಿ, ಕಳೆ ಕಡಿಮೆಮಾಡಲು, ಮಣ್ಣಿನ ಸವಕಳಿ ತಪ್ಪಿಸಲು, ನೀರು ಆವಿಯಾಗದಂತೆ ಹಾಗೂ ಮಣ್ಣಿನ ಉಷ್ಣಾಂಶವನ್ನು ಉಳಿಸಿಕೊಂಡು ಬರಲು ಅನುಸರಿಸುವ ರಕ್ಷಣಾ ಹೊದಿಕೆ",,,,,,,,,
,mulch farming,ಕಸಕಡ್ಡಿ ಹೊದಿಕೆ ಸಾಗುವಳಿ/ಬೇಸಾಯ,,,,,,,,,
,multiangular,ಬಹುಕೋನವುಳ್ಳ,,,,,,,,,
,multicapsular,ಬಹು ಬೀಜಕೋಶವುಳ್ಳ,,,,,,,,,
,multicellular,ಬಹು(ಜೀವ)ಕೋಶವುಳ್ಳ,,,,,,,,,
,multiciliate,(ಎಲೆಯ ಮತ್ತು ಕೀಟರೆಕ್ಕೆಗಳ ವಿಷಯದಲ್ಲಿ) ತುಂಬು ಕೂದಲುಳ್ಳ,,,,,,,,,
,multicipital,1. ಬಹು ತುದಿಬೇರು ಕವಲುಳ್ಳ 2. ಬಹು ತುದಿಕಾಂಡ ಕವಲುಳ್ಳ,,,,,,,,,
,multicostate,ಬಹುಮಧ್ಯ ಎಲೆ ನರಗಳುಳ್ಳ,,,,,,,,,
,multifactor cross,ಬಹುಘಟಕ ಸಂಕರ,,,,,,,,,
,multifactorial design,ಬಹುಘಟಕೀಯ ವಿನ್ಯಾಸ,,,,,,,,,
,multifid,ಬಹುಸೀಳಿಕೆಯ; ಹಲವು ಭಾಗಗಳಾಗಿ ಸೀಳಿರುವ,,,,,,,,,
,multiflorus,ಬಹುಪುಷ್ಟಿ; ಅನೇಕ ಹೂವುಗಳುಳ್ಳ,,,,,,,,,
,multifoliate,ಬಹುಪರ್ಣಿ; ಅನೇಕ ಎಲೆಗಳುಳ್ಳ,,,,,,,,,
,multiform,ಬಹುರೂಪಿ; ಅನೇಕ ರೂಪಗಳುಳ್ಳ,,,,,,,,,
,multijugous,ಬಹುಚೊಡೆಲೆಯುಳ್ಳ,,,,,,,,,
,multilateral,ಬಹುಪಾರ್ಶ್ವವುಳ್ಳ,,,,,,,,,
,multilateral symmetry,ಬಹುಪಾರ್ಶ್ವ ಸಮರೂಪತೆ,,,,,,,,,
,multilayer adsorption,ಬಹುಸ್ತರಕೂಡಿಕೆ,,,,,,,,,
,multilocular,ಬಹುತೊಳೆಗಳುಳ್ಳ; ಅನೇಕ ಅಂಡಕೋಶ ಕೋಣೆಗಳುಳ್ಳ,,,,,,,,,
,multinodal,ಬಹುಗೆಣ್ಣುಳ್ಳ,,,,,,,,,
,multinuclear,ಬಹುಕೇಂದ್ರಕ ಕೋಶವುಳ್ಳ,,,,,,,,,
,multinucleate,multinuclear,,,,,,,,,
,multiparasitism,ಬಹುಪರಾವಲಂಬಿ,,,,,,,,,
,multiparous,ಬಹುಸಂತಾನವುಳ್ಳ,,,,,,,,,
,multiple allel(e),ಬಹುಪರ‍್ಯಾಯಗುಣ ವಂಶವಾಹಿ,,,,,,,,,
,multiple annual ring,ವಾರ್ಷಿಕ ಬಹುಉಂಗುರ; ಮರಗಳಲ್ಲಿರುವ ಎರಡು ಯಾ ಹೆಚ್ಚು ಹುಸಿ ಉಂಗುರಗಳುಳ್ಳ ವಾರ್ಷಿಕ ಉಂಗುರ,,,,,,,,,
,multiple corolla,ಬಹುದಳವಲಯ,,,,,,,,,
,multiple correlation,ಬಹುಸಹ-ಸಂಬಂಧ,,,,,,,,,
,multiple cropping,ಬಹುಬೆಳೆಗಾರಿಕೆ; ಬಹುಬೆಳೆ ಬೆಳೆಸುವಿಕೆ,,,,,,,,,
,multiple cross,ಬಹುಸಂಕರ; ಬಹುಮಿಶ್ರ ತಳಿ; ನಾಲ್ಕಕ್ಕಿಂತ ಹೆಚ್ಚು ಒಳತಳಿಗಳ ಸಂಯೋಗದಿಂದ ಪಡೆಯುವ ಮಿಶ್ರತಳಿ,,,,,,,,,
,multiple epidermis,ಬಹುಜೀವಕೋಶ ಪದರು; ಕೆಲವು ಎಲೆ ಮತ್ತು ಬೇರುಗಳಲ್ಲಿ ಬಹುಕೋಶ ಪದರುಗಳಿಂದ ಕೂಡಿದ ಅಂಗಾಂಶ,,,,,,,,,
,multiple factor inheritance,ಬಹುಘಟಕ ವಂಶವಾಹಿ,,,,,,,,,
,multiple factors,ಬಹುಘಟಕಾಂಶಗಳು,,,,,,,,,
,multiple fruit,ಸಂಯುಕ್ತ ಫಲ,,,,,,,,,
,multiple furrow plough,ಹಲವು ಹಲ್ಲು ನೇಗಿಲು,,,,,,,,,
,multiple nutrient material,ಬಹುಪುಷ್ಟಿಕರ ವಸ್ತು,,,,,,,,,
,multiple plough,gang plough,,,,,,,,,
,multiple sampling device,ಬಹುಮಾದರಿ ಆಯ್ಕೆಸಾಧನ,,,,,,,,,
,multiple spiral,ಬಹುಸುತ್ತುಸುರುಳಿ,,,,,,,,,
,multiplication of plants,ಸಸ್ಯಾಭಿವೃದ್ಧಿ,,,,,,,,,
,multiplication plot,ತಳಿವೃದ್ಧಿತಾಕು,,,,,,,,,
,multipolar,ಬಹುಧ್ರುವವುಳ್ಳ,,,,,,,,,
