ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Multiple crown,ಕಯೆನ್ನೆ ತಳಿಯ ಒಂದು ಉತ್ಪರಿವರ್ತಕ (ಅನಾನಸು),,,,,,,,,
,Multiple crown (Fasciation),"ಕಲಶಭಾಗ ಜಡೆಗಟ್ಟಿ ಕವಲೊಡೆಯುವುದು (ಅನಾನಸ್), ಪೈನಾಪಲ್ ಹಣ್ಣಿನ ಬಹುಸಂಖ್ಯಾ ಸುಳಿಭಾಗ",,,,,,,,,
,Multiplier onion,ಸಣ್ಣ ಇಲುಕುಗಳಿಂದ ಕೂಡಿದ ಈರುಳ್ಳಿ,,,,,,,,,
,Mumti,"ಸನಿಕೆ, ಸಲಿಕೆ",,,,,,,,,
,Munakka,ಬೀಜಯುತ ಒಣದ್ರಾಕ್ಷಿ,,,,,,,,,
,Murabba,ಮುರಬ್ಬಾ ಪದಾರ್ಥ,,,,,,,,,
,Musambi or Muzambique orange,"ಮುಸಂಬಿ, ಮುಜಾಂಬಿಕ್ ಕಿತ್ತಲೆ",,,,,,,,,
,Muscadine grape,ಮುಸ್ಕಡಿನ್ ದ್ರಾಕ್ಷಿ,,,,,,,,,
,Muscarinic,ನಾಯಿಕೊಡೆಯ / ಅನಬೆವಿಷತೆ,,,,,,,,,
,Mushroom,"ಅಣಬೆ, ನಾಯಿಕೊಡೆ",,,,,,,,,
,Mushy,"ಮೃದು ಹಿಟ್ಟಿನಂಥ, ಮೆತುವಾದ ಹಿಟ್ಟಿನಂತಹ",,,,,,,,,
,Mushy flesh,ಮೆದು ಹಿಟ್ಟಿನಂಥ ತಿರುಳು,,,,,,,,,
,Musk mallow,"ಕಾಡೂ ಕಸ್ತೂರಿ, ಕಸ್ತೂರಿ ಬೆಂಡೆ, ಸಟಾ ಕಸ್ತೂರಿ",,,,,,,,,
,Musk melon,ಕರಬೂಜ,,,,,,,,,
,Musk melon V,ಕರಬೂಜ ತಳಿಗಳು,,,,,,,,,
,Musket red,ಮಸ್ಕೆಟ್ ರೆಡ್,,,,,,,,,
,Mustrad,ಸಾಸಿವೆ,,,,,,,,,
,Musts (alchoholic),ತಾಜಾ ವೈನ್,,,,,,,,,
,Mutagen,ಉತ್ಪರಿವರ್ತನ ಜನಕ,,,,,,,,,
,Mutagenesis,ಉತ್ಪರಿವರ್ತನ ಜನನ,,,,,,,,,
,Mutant,ಉತ್ಪರಿವರ್ತಿ,,,,,,,,,
,Mutation,ಉತ್ಪರಿವರ್ತನೆ,,,,,,,,,
,Mutation breeding,ಉತ್ಪರಿವರ್ತನ ತಳಿ ಅಭಿವರ್ಧನೆ,,,,,,,,,
,Myakume,ಮ್ಯಕುಮ ಪರ್ಸಿಮ್ಮಾನ್,,,,,,,,,
,Mycelium,ಕವಕಜಾಲ,,,,,,,,,
,Myricetin (pigment),ಮಿರಿಸಿಟಿನ್ ವರ್ಣದ್ರವ್ಯ,,,,,,,,,
,Myrobalan,ಅಳಲೆಕಾಯಿ,,,,,,,,,
,Myrrh,ಸುವಾಸಿತ ರಾಳ,,,,,,,,,
,Myrtle,ನಿತ್ಯ ಹಸುರಿನ ಒಂದು ಮರ,,,,,,,,,
,Mysore thorn,ಹೊಸ್ಟಿಗೆ,,,,,,,,,
,Mysore toddy palm,"ಈಚಲು / ತಾಳೆಮರ, ಹೆಂಡದ ಈಚಲು, ಅಂಡಈಚಲು",,,,,,,,,
,Nageire,ಹೂದಾನಿಗಳಲ್ಲಿ ಪುಷ್ಪ ಜೋಡಣೆ ವಿನ್ಯಾಸದ ಒಂದು ಬಗೆ,,,,,,,,,
,Naluvettu,ಅಡ್ಡಗಲವಾಗಿ ನಾಲ್ಕು ಹೋಳುಮಾಡಿ ಬೇಯಿಸಿ ಒಣಗಿಸಿದ ಹಸುರಡಕೆ,,,,,,,,,
,Narcissus,"ಒಂದು ಬಿಳಿಹೂವಿನ ಗೆಡ್ಡೆ ಜಾತಿ ಸಸ್ಯ, ನಾರ್ಸಿಸಸ್ ಹೂವು",,,,,,,,,
,Narcissus yellow,ನಾರ್ಸಿಸಸ್ ಗೆ ಬರುವ ಹಳದಿ,,,,,,,,,
,Nasturtium,"ಒಂದು ಬಗೆಯ ಹೂಗಿಡ, ನ್ಯಾಷ್ಟರ್ಷಿಯಂ ಹೂವು",,,,,,,,,
,National seed corporation,ರಾಷ್ಟ್ರೀಯ ಬೀಜನಿಗಮ,,,,,,,,,
,Natural crossing,ನೈಸರ್ಗಿಕ / ಸ್ವಾಭಾವಿಕ ಸಂಕರಣೆ,,,,,,,,,
,Natural mutant,ಸ್ವಾಭಾವಿಕ ಉತ್ಪರಿವರ್ತನೆ,,,,,,,,,
,Natural mutation,ನೈಸರ್ಗಿಕ ಉತ್ಪರಿವರ್ತನೆ,,,,,,,,,
,Nayampak,ಅಡ್ಡಗಲ ಸೀಳಿ ಒಣಗಿಸಿದ ಹಸುರಡಕೆಕಾಯಿ,,,,,,,,,
,Near wilt,ಬಲಿಯುವ ಹಂತದಲ್ಲಿನ ಬಾಡುವರೋಗ,,,,,,,,,
,Neck,"ಕುತ್ತಿಗೆ, ಕಂಠಭಾಗ",,,,,,,,,
,Neck rot (spongy rot),ಕುತ್ತಿಗೆ ಕೊಳೆರೋಗ (ಮೆತು ಕೊಳೆರೋಗ),,,,,,,,,
,Nectar,"ಮಕರಂದ, ಜೇನು",,,,,,,,,
,Nectarine,"ಒಂದು ಬಗೆಯ ಪೀಚ್ ಹಣ್ಣು, ನೆಕ್ಟರೀನ್ ಹಣ್ಣು",,,,,,,,,
,Nectary,ಮಕರಂದ ಗ್ರಂಥಿ,,,,,,,,,
,Neem oil,ಬೇವಿನ ಎಣ್ಣೆ,,,,,,,,,
,Neem tree,"ಬೇವಿನ ಮರ, ಕಹಿಬೇವು",,,,,,,,,
,Neetadakka,"ನೀರಿನಲ್ಲಿ ಸಂಗ್ರಹಿಸಿದ, ಬಲಿತ ಅಡಕೆ ಹಣ್ಣು",,,,,,,,,
,Nematicide,ಜಂತುನಾಶಕ,,,,,,,,,
,Nematode,"ಜಂತುಹುಳು, ದುಂಡುಜಂತು",,,,,,,,,
,Nendran group,ನೇಂದ್ರಬಾಳೆ ಗುಂಪಿಗೆ ಸೇರಿದ,,,,,,,,,
,Nerium,ಕಣಿಗಲು,,,,,,,,,
,Nerol,ಪರಿಮಳದ್ರವ್ಯ,,,,,,,,,
,Netal plum,ಕವಳೆ,,,,,,,,,
,Nettle grub,ತುರುಚಿ ಮರಿಹುಳು,,,,,,,,,
,Neutral flower,ಮಧ್ಯವರ್ತಿಹೂವು,,,,,,,,,
,Neutralise,"ತಟಸ್ಥಗೊಳಿಸು, ವಿಗುಣಗೊಳಿಸು",,,,,,,,,
,Newzealand banana,"ಪೈನಾಪಲ್ ಸೀಬೆ, ಫಿಜೋವಸೀಬೆ",,,,,,,,,
,Newzealand spinach,ನ್ಯೂಜಿಲ್ಯಾಂಡ್ ಬಸಳೆ,,,,,,,,,
,Nigella,ಕರಿಜೀರಿಗೆ,,,,,,,,,
,Niger,ಹುಚ್ಚೆಳ್ಳು,,,,,,,,,
,Niger seeds (kersany),"ಹುಚ್ಚೆಳ್ಳು, ಗುರೆಳ್ಳು",,,,,,,,,
,Night jasmine (Queen of the night),"ರಾತ್ರಿ ರಾಣಿಹೂ, ಸಂಜೆಪಾರಿಜಾತ, ಹರಸಿಂಗಾರ್",,,,,,,,,
,Night shade,"ಮುಳ್ಳುಸುಂಟಕಾಯಿ, ಆನೆಸುಂಡೆಕಾಯಿ",,,,,,,,,
,"Night star lily, Trumpet lily",ಟ್ರಂಪೆಟ್ ಲಿಲಿಹೂವು,,,,,,,,,
,Nipa,ನೀರತೆಂಗು,,,,,,,,,
,Nirolu,ಎಳಯ ಅಡಕೆಕಾಯಿಗಳನ್ನೂ ಬೇಯಿಸಿ ಅಡ್ಡಗಲ ಸೀಳಿ ಸಣ್ಣ ಚೂರುಗಳಾಗಿಮಾಡಿ ಬಿಸಿಲಲ್ಲಿ ಒಣಗಿಸಿದ ಅಡಕೆ,,,,,,,,,
,Nitrogen fixation,"ಸಾರಜನಕ ಸ್ಥರೀಕರಣ, ಸಾರಜನಕವನ್ನು ಹೀರಿಹಿಡಿದಿಡುವುದು",,,,,,,,,
,Nitrogenous manures,ಸಾರಜನಕಯುಕ್ತ ಗೊಬ್ಬರಗಳು,,,,,,,,,
,Node,ಗೆಣ್ಣು,,,,,,,,,
,Node cutting,ಗೆಣ್ಣುಯುತ ಕಸಿತುಂಡು,,,,,,,,,
,Nodulation,ಬೇರು ಗಂಟಾಗುವಿಕೆ,,,,,,,,,
,Nomenclature,ನಾಮಕರಣ,,,,,,,,,
,Non fibrous,ತಂತು / ನಾರು ರಹಿತ,,,,,,,,,
,Non parthenocarpic,ನಿರ್ಲಿಂಗ ರೀತಿಯದಲ್ಲದ,,,,,,,,,
,Non recurrent apomixis,"ಅಂಡಕೇಂದ್ರಕದಿಂದ ಫಲೀಕರಣವಿಲ್ಲದೆಯೇ, ಅಗುಣಿತ ಭ್ರೂಣೋತ್ಪತ್ತಿಯಾಗುವಿಕೆ",,,,,,,,,
,Non viable pollen,ನಿರ್ಜೀವ ಪರಾಗ,,,,,,,,,
,Nopalea,ಮುಳ್ಳುರಹಿತ ಕಳ್ಳಿ,,,,,,,,,
,Normothermier,"ಸಮಕಾವು, ಸರಿಕಾವು, ಸಮೋಷ್ಣತೆ",,,,,,,,,
,Notch,ಕಚ್ಚು,,,,,,,,,
,Notched,ಕಚ್ಚುಮಾಡಿದ,,,,,,,,,
,Notchgrafting,ಕಚ್ಚು ಕೊಟ್ಟು ಕಸಿಮಾಡುವುದು,,,,,,,,,
,Notching,"ಕಚ್ಚುಮಾಡುವಿಕೆ, 'V' ಆಕಾರದಲ್ಲಿ ಕಚ್ಚು ಮಾಡುವಿಕೆ",,,,,,,,,
,Nubbin,ಕಯೆನ್ನೆ ತಳಿಯ ಉತ್ಪರಿವರ್ತಗಕಗಳಲ್ಲಿ ಒಂದು (ಅನಾನಸು),,,,,,,,,
,Nucellar embryo,"ಬೀಜಾಂಡಕಾಯ ಭ್ರೂಣ, ಆಕಸ್ಮಿಕ ಭ್ರೂಣ",,,,,,,,,
,Nucellar embryony,"ಆಕಸ್ಮಿಕ ಭ್ರೂಣ, ಬೀಜಾಂಡ ಕಾಯಿ ಭ್ರೂಣ",,,,,,,,,
,Nucellar seedling,ಭ್ರೂಣ ಕವಚದಲ್ಲಿ ಉತ್ಪತ್ತಿಯಾದ ಸಸಿ,,,,,,,,,
,Nucellus,ಬೀಜಾಂಡಕಾಯ,,,,,,,,,
,Nucleate,ಕೇಂದ್ರಕೀಯ,,,,,,,,,
,Nucleus seed,ತಾಯಿಬೀಜ,,,,,,,,,
,Nurse branches,ಪೋಷಕ ರೆಂಬೆಗಳು,,,,,,,,,
,Nurse root graft,ಬೇರು ಪ್ರಚೋದಕ ತಾತ್ಕಾಲಿಕ ಕಸಿ,,,,,,,,,
,Nursery bed,"ಒಟ್ಲು ಪಾತಿ, ಸಸಿಮಡಿ",,,,,,,,,
,Nursery men's adhesive tape,"ನರ್ಸರಿಗಾರರ ಅಂಟಣಿಟೇಪು, ನರ್ಸರಿ ಕೆಲಸಗಾರರ ಅಂಟುಪಟ್ಟಿ",,,,,,,,,
,Nut,"ಕರಟಕಾಯಿ, ಮೆತು ಚಿಪ್ಪಿನ ತಿರುಳ್ಗಾಯಿ",,,,,,,,,
,Nut borer,ಕಾಯಿ ಕೊರಕ,,,,,,,,,
,Nut fruits,ಬೀಜದ ಹಣ್ಣುಗಳು,,,,,,,,,
,Nut grass,"ತುಂಗೆಹುಲ್ಲು, ಕೊನ್ನಾರಿ ಗೆಡ್ಡೆ",,,,,,,,,
,Nut splitting,ಕಾಯಿ ಬಿರಿಯುವಿಕೆ (ಅಡಕೆ ಇತ್ಯಾದಿ),,,,,,,,,
,Nutmeg,"ಜಾಯಿಕಾಯಿ, ಜಾಕಾಯಿ",,,,,,,,,
,Nutrient status,ಪೋಷಕಾಂಶ ಸ್ಥಿತಿ,,,,,,,,,
,Nutrition garden,ಪೌಷ್ಟಿಕ ತೋಟ,,,,,,,,,
,Nuxvomica,ಕಾಸರ ಗೆಡ್ಡೆ,,,,,,,,,
,Nyctanthes,ಪಾರಿಜಾತ,,,,,,,,,
,Nymph,ಅಪ್ಸರಹುಳು,,,,,,,,,
,Nymphalid caterpillar,ಕಂಬಳಿ ಹುಳು,,,,,,,,,
,Oak,ಓಕ್ ಮರ,,,,,,,,,
,Oasis,"ಊಟೆ, ನೀರುಚಿಲುಮೆ, ಮರಳುಗಾಡಿನ ನೀರಿನ ಬುಗ್ಗೆ",,,,,,,,,
,Oblate,ಎರಡೂ ತುದಿಗಳತ್ತ ಅದುಮಿದಂತಿರುವ,,,,,,,,,
,Oblique or shakanstyle Bonsoi,ಒರೆಕಾಂಡ ತಟ್ಟೆ ಕುಬ್ಜ ವೃಕ್ಷ / ಕೃಷಿ,,,,,,,,,
,Obliquely lanceolate,ಓರೆ / ಈಟಿ ಭರ್ಜಿಯಾಕಾರ,,,,,,,,,
,Oblong,"ದೀರ್ಘಚತುರಸ್ರಾಕರ, ದೀರ್ಘಾಯತ",,,,,,,,,
,Obnoxious,"ಹಾನಿಕರ, ಹಾನಿಕಾರಕ",,,,,,,,,
,Obovate,"ಅಧೋಮುಖ, ಅಂಡಾಕಾರ",,,,,,,,,
,Octaploid,ಅಷ್ಟಗುಣಿತ,,,,,,,,,
,"October pruning (winter pruning, fore pruning)","ಅಕ್ಟೋಬರ್ ತಿಂಗಳ ಸವರಿಕೆ (ಫಸಲಿಗಾಗಿ ಚಳಿಗಾಲದ ಸವರಿಕೆ, ಮುಮ್ಮುಖ ಸವರಿಕೆ)",,,,,,,,,
,Octovalent,ಅಷ್ಟ ಸಂಯೋಗಶಕ್ತ,,,,,,,,,
,Odourous,"ಸುವಾಸನಯುಕ್ತ, ಪರಿಮಳ / ಸುಂಗಂಧಭರಿದ",,,,,,,,,
,Oedema (dropsy),ಅತಿ ಉಬ್ಬಿದ ಸ್ಥಿತಿ,,,,,,,,,
,Off season,ಅಕಾಲಿಕ,,,,,,,,,
,Off season bloom,"ಅಕಾಲಿಕ ಹೂಅರಳಿಕೆ, ಆಕಾಲದಲ್ಲಿ ಹೂಬಿಡುವುದು",,,,,,,,,
,Off season crop,ಆಕಾಲಿಕ ಬೆಳೆ / ಫಸಲು,,,,,,,,,
,Off set (off shoot),"ಪಕ್ಕ ಮೋಸು, ಚಿಗುರು ಕುಡಿ",,,,,,,,,
,Off shoots,"ಪಕ್ಕ / ಕವಲು ರೆಂಬೆ, ಅಡ್ಡರೆಂಬೆ, ಉಪಶಾಖೆ",,,,,,,,,
,Off type plants,"ಅಸಾಮಾನ್ಯ ಬಗೆಯ ಸಸ್ಯಗಳು, ಬೇಡದ ಸಸಿಗಳು",,,,,,,,,
,Off year,ಫಸಲಿಲ್ಲದ ವರ್ಷ,,,,,,,,,
,Offspring,ಸಂತತಿ,,,,,,,,,
,Oidium,"ಒಂದು ಬಗೆಯ ಶಿಲೀಂಧ್ರ, ಡೇಲಿಯಾಗೆ ಬರುವ ಬೂದಿ ರೋಗ",,,,,,,,,
,Oil cake,ಎಣ್ಣೆ ಹಿಂಡಿ,,,,,,,,,
,Oil palm,ತಾಳೆ ಮರ,,,,,,,,,
,Oil seed,ಎಣ್ಣೆ ಬೀಜ,,,,,,,,,
,Oilbath roasting,ಕುದಿಯುವ ಎಣ್ಣೆಯಲ್ಲಿ ಹುರಿಯುವುದು,,,,,,,,,
,Okra (lady's finger),ಬೆಂಡೆಕಾಯಿ,,,,,,,,,
,Oleander,ಕಣಿಗಲು,,,,,,,,,
,Oleo resin,ಓಲಿಯಾರಾಳ,,,,,,,,,
,Oleoresin,ಸಾಂಬರ ವಸ್ತುಗಳು ಸಾರ,,,,,,,,,
,Olericulture,ತರಕಾರಿ ಬೇಸಾಯ / ಕೃಷಿ,,,,,,,,,
,Olive tree,ಆಲೀವ್ ಮರ,,,,,,,,,
,On year,ಸಮೃದ್ಧ / ಪುಷ್ಕಳ ಫಸಲಿನ ವರ್ಷ,,,,,,,,,
,Onion,"ಈರುಳ್ಳಿ, ಉಳ್ಳಾಗೆಡ್ಡೆ",,,,,,,,,
,Onion smut,ಈರುಳ್ಳಿಯ ಕಾಡಿಗೆ ರೋಗ,,,,,,,,,
,Oogamous,ಅಂಡಕೂಟದ,,,,,,,,,
,Oogonia,ಅಂಡಾದಾನೀ,,,,,,,,,
,Oospore,"ಊ ಬೀಜಕಣ, ನಿಷಿಕ್ತಾಂಡ",,,,,,,,,
,Opaque,"ಮಬ್ಬಾದ, ಮುಸಕಲಾದ",,,,,,,,,
,Open catch pits,ತೆರೆದಿಟ್ಟ ಜಲಗ್ರಾಹಿ ಗುಂಡಿಗಳು,,,,,,,,,
,Open centered tree shape,ತೆರೆದನೆತ್ತಿಯ ವೃಕ್ಷಾಕಾರ,,,,,,,,,
,Open centre,ತೆರದನೆತ್ತಿ (ವೃಕ್ಷಾಕಾರಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ),,,,,,,,,
,Open or chung (type of withering),ತೆರೆದ / ಮುಕ್ತ ಒಣಗಿಸುವಿಕೆ (ನೈಸರ್ಗಿಕ ಒಣಗಿಸುವಿಕೆ),,,,,,,,,
,Open pollinated fruit,ತೆರೆದ / ಮುಕ್ತ ಪರಾಗಸ್ಪರ್ಶಿತ ಹಣ್ಣು,,,,,,,,,
,Open textured loam,ತೆರೆದ ಸ್ವರೂಪದ ಗೋಡು,,,,,,,,,
,Opercular,ಮುಚ್ಚಳದಂಥ ಭಾಗ,,,,,,,,,
,Opium poppy,"ಗಸಗಸೆ, ಅಫೀಮು, ಖಸ್ ಖಸ್",,,,,,,,,
,Opposite,"ಅಭಿಮುಖ, ಎದುರುಬದರು",,,,,,,,,
,Opuntia,"ನಾಪಫನೀ, ಚಪ್ಪಟೆಕಳ್ಳಿ",,,,,,,,,
,Orach,ಚಕ್ಕೋತನ ಸೊಪ್ಪು,,,,,,,,,
,Orange,ಕಿತ್ತಳೆ,,,,,,,,,
,Orange dog,ಕಿತ್ತಲೆಯ ಚಟ್ಟೆ,,,,,,,,,
,Orange wood,ಹಲಸು,,,,,,,,,
,Orbicular,"ವರ್ತುಲ, ವೃತ್ತಾಕಾರದ",,,,,,,,,
,Orchard,ಹಣ್ಣಿನ ತೋಟ,,,,,,,,,
,Orchard grass,ತೋಟದ ಹುಲ್ಲು,,,,,,,,,
,Orchard sanitation,ತೋಟದ ನೈರ್ಮಲ್ಯತೆ / ಸ್ವಚ್ಛತೆ,,,,,,,,,
,Orchid,"ಅರ್ಕಿಡ್, ಸೀತಾಳಗೆಡ್ಡೆ, ಸಾಲಾಮಿಸ್ರಿ",,,,,,,,,
,Orchid pod,ಸೀತಾಳೆಕಾಯಿ,,,,,,,,,
,Orchid weevil,ಸೀತಾಳೆಯ ಮೂತಿಹುಳು,,,,,,,,,
,Orchid wilt,ಸೀತಾಳೆಯ ಸೊರಗು,,,,,,,,,
,Organic manure,ಸಾವಯುವ ಗೊಬ್ಬರ,,,,,,,,,
,Organoleptic quality,ರುಚಿಯ ಗುಣಧರ್ಮ,,,,,,,,,
,Oriental pear,ಓರಿಯಂಟಲ್ ಪೇರು ಹಣ್ಣು,,,,,,,,,
,Ornamental plants,ಅಲಂಕಾರಕ ಸಸ್ಯಗಳು,,,,,,,,,
,Orthotropous ovule,ನೇರ ಬೆಳೆದ ಅಂಡಾಣು,,,,,,,,,
,Osmosis,ಸೂಕ್ಷ್ಮಾಭಿಸರಣ,,,,,,,,,
,Ostiole (mouth),ಅಂಜೂರದ ಹಣ್ಣಿನ ತುದಿಯಲ್ಲಿನ ರಂಧ್ರ,,,,,,,,,
,Otahite gooseberry,ಕಿರುನೆಲ್ಲಿ,,,,,,,,,
,Outer bark (cork),"ಹೊರತೊಗಟೆ, ಮೇಲ್ತೊಗಟೆ",,,,,,,,,
,Oval,1. ಸಪೋಟ ಹಣ್ಣಿನ ಓವಲ್ ತಳಿ 2. ಅಂಡಾಕಾರ,,,,,,,,,
,Ovary,"1. ಅಂಡಾಶಯ, ಅಂಡಕೋಶ 2. ಬೀಜಕೋಶ",,,,,,,,,
,Ovary wall,1. ಅಂಡಾಶಯಭಿತ್ತಿ 2. ಬೀಜಕೋಶಭಿತ್ತಿ,,,,,,,,,
,Ovate,ಅಂಡಾಕಾರ,,,,,,,,,
,Ovate lanceolate,ಅಂಡಭರ್ಜಿಯಾಕಾರ,,,,,,,,,
,Over ripe,"ಬಹಳಷ್ಟು ಮಾಗಿದ, ಮಿಗೆ ಮಾಗಿದ, ಮಿತಿ ಮಿರಿ ಹಣ್ಣಾದ",,,,,,,,,
,Over wintering stage,ಶೈತ್ಯವನ್ನು ನಿವಾರಿಸಿದ ಹಂತ,,,,,,,,,
,"Overhead system (purgola, chappar, mantap)",ಚಪ್ಪರದ ಪದ್ಧತಿ,,,,,,,,,
,Overhead trellis (Telephone system),ಟೆಲಿಪೋನ್ ಪದ್ಧತಿ,,,,,,,,,
,Ovicide,"ಕೀಟಾಂಡನಾಶಕ, ಕೀಟಗಳ ಮೊಟ್ಟೆ ನಾಶ",,,,,,,,,
,Oviparous,ಅಂಡಜರಾಯುಜ,,,,,,,,,
,Ovipositor,"ಹೆಣ್ಣು ಕೀಟ ಮೊಟ್ಟೆ ಸಾಗಿಸುವ ಚೂಪು ಕೊನೆಯ ನಾಳಾಂಗ, ಅಂಡನಾಳದ ತುದಿ",,,,,,,,,
,Ovoid,ಅಂಡಾಕಾರ,,,,,,,,,
,Ovule,"ಅಂಡಾಣು, ಸ್ತ್ರೀಅಂಡಾಣು, ಮೂಲಬೀಜ",,,,,,,,,
,Oxygenators,"ಆಮ್ಲಜನಕ ಸಂಯುಕ್ತ ಜಲಾಂತರ್ಗತ ಸಸ್ಯಗಳು, ಆಮ್ಲಜನಕವನ್ನು ಉತ್ಪಾದಿಸುವ ಸಸ್ಯಗಳು",,,,,,,,,
,P1p,"1. ಕಿತ್ತಳೆ, ಸೇಬು ಮುಂತಾದ ಹಣ್ಣುಗಳ ಬೀಜ 2. ಅನಾನಸ್ ಹಣ್ಣಿನ ಸಿಪ್ಪೆ ಮೇಲಿನ ಸೊಟ್ಟಚೌಕಗಳಲ್ಲೂಂದು",,,,,,,,,
,Pacholi,ಪಚೋಲಿಗಿಡ,,,,,,,,,
,Pachytene chromosomes,"ದಪ್ಪ ವರ್ಣತಂತುಗಳು, ಧಡೂತಿ ವರ್ಣತಂತುಗಳು",,,,,,,,,
,Packaging,ಪ್ಯಾಕ್ ಮಾಡುವಿಕೆ,,,,,,,,,
,Pagada tree,ಪಗಡೆವೃಕ್ಷ (ಅಲಂಕಾರಿಕ ಸಾಲು / ಉದ್ಯಾನವೃಕ್ಷ),,,,,,,,,
,Pagoda (stone tower),ಕಲ್ಲು ಗೋಪುರಗಳು,,,,,,,,,
,Pagoda tree,ಬಿಳಿ ದೇವಕಣಿಗಲೆ,,,,,,,,,
,Paking yard,ಪ್ಯಾಕ್ ಮಾಡುವ / ಪಿಂಡಿ ಕಟ್ಟುವ ಅಂಗಳ / ಜಾಗ,,,,,,,,,
,Palak,ಪಾಲ್ಕ ಸೊಪ್ಪು ತರಕಾರಿ,,,,,,,,,
,Palisade parenchyma,ಕಂಭ ಮೃದೂತಕ,,,,,,,,,
,Palm,ತಾಳೆ,,,,,,,,,
,Palm leaf pustule,ಖರ್ಜೂರ / ತಾಳೆ ಎಲೆ ಕಜ್ಜಿರೋಗ,,,,,,,,,
,Palmate,ಹಸ್ತಕಾರಿತ,,,,,,,,,
,Palmyra,"ತಾಳಜಾತಿಮರ (ಚಾಪೆ, ಬೀಸಣಿಗೆ ಇತ್ಯಾದಿ ಹೆಣೆಯುವ ಗರಿಮರ)",,,,,,,,,
,Palmyra leaf basket,ತಾಳೆಜಾತಿ ಮರದ ಎಲೆಗಳ ಬುಟ್ಟಿ,,,,,,,,,
,Palmyra palm,"ತಾಟಿನುಂಗುಮರ, ತಾಳೆ / ಓಲೆಗರಿಮರ, ಕರಿತಾಳೆ, ತೃಣರಾಜ",,,,,,,,,
,Palmyrah palm kernel,ತಾಟಿನುಂಗು,,,,,,,,,
,Pandal (arboe),"ಚಪ್ಪರ, ಹಂದರ",,,,,,,,,
,Pandanus,ಕೇದಿಗೆ,,,,,,,,,
,Paniala,ಪನಿಯಾಲ,,,,,,,,,
,Panicle,ಮಿಶ್ರಹೂಗೊಂಚಲು / ಸಂಕೀರ್ಣ ಪುಷ್ಪಗುಚ್ಛ,,,,,,,,,
,Pankhuri,ಒಣಗುಲಾಬಿ ದಳಗಳು,,,,,,,,,
,Pansy,ಒಂದು ಬಗೆಯ ಹೂಗಿಡ,,,,,,,,,
,Papaya,ಪರಂಗಿ,,,,,,,,,
,Paper leaf,ಕಯೆನ್ನೆ ತಳಿಯ ಒಂದು ಉತ್ಪರಿವರ್ತಕ (ಅನಾನಸು),,,,,,,,,
,Paper shell,ಪೇಪರ್ ಶೆಲ್,,,,,,,,,
,Papillae,ನರಹುರಿ,,,,,,,,,
,Pappus,ರೋಮಗುಚ್ಛ,,,,,,,,,
,Paprika,ದಪ್ಪ / ದೊಣ್ಣೆ ಮೆಣಸಿನಕಾಯಿ,,,,,,,,,
,Paraffined paper cup,ಎಳೆಸಸಿಗಳನ್ನು ಬೆಳೆಸುವ ಕಾಗದಟದ ತಾತ್ಕಾಲಿಕ ಧಾರಕ,,,,,,,,,
,Parasite,ಪರೋಪಜೀವಿ,,,,,,,,,
,Parenchyma,ಮೃದೂತಕ,,,,,,,,,
,Parietal tissue,ಕೋಶಭಿತ್ತಿಯ ಊತಕ,,,,,,,,,
,Paripinnate compound leaf,ಜೋಡಿಗರಿಮಾದರಿ ಭಿನ್ನಪತ್ರ,,,,,,,,,
,Parsley,ಪಾರ್ಸ್ಲೆಸೊಪ್ಪು ತರಕಾರಿ,,,,,,,,,
,Parsnip,ಪಾರ್ನಿಪ್ (ಬೇರುಗೆಡ್ಡೆ ತರಕಾರಿ),,,,,,,,,
,Parthenocarpy,"ಪರಾಗಸ್ಪರ್ಶರಹಿತ ಕಾಯಿಕಚ್ಚುವಿಕೆ, ನಿರ್ಲಿಂಗ ಫಲನ",,,,,,,,,
,Passage garden,ದಾರಿಬದಿಯ ತೋಟ,,,,,,,,,
,Passion fruit,"ಪ್ಯಾಷನ್ ಹಣ್ಣು, ಕದಂಬಫಲ, ಜುಮಿಕಿಹಣ್ಣು",,,,,,,,,
,Pastry,ಹಿಟ್ಟಿನಿಂದ ತಯಾರಿಸಿದ ಭಕ್ಷ್ಯ,,,,,,,,,
,Patch,ತೇಪೆ,,,,,,,,,
,Patch budding,ತೇಪೆ ವಿಧಾನದಲ್ಲಿ ಕಣ್ಣು ಹಾಕುವಿಕೆ,,,,,,,,,
,Patch budding tool,ತೇಪೆವಿಧಾನದಲ್ಲಿ ಕಣ್ಣು ಹಾಕುವ ಸಲಕರಣೆ,,,,,,,,,
